First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Heather,Clark,Hurricane,"5' 6""",115 lbs.,"64.0""",Orthodox,7,6,0,0,3.69,49%,5.62,50%,0.33,4%,80%,0.3,13,StrawWeight,660
Devin,Clark,Brown Bear,"6' 0""",205 lbs.,"75.0""",Orthodox,14,9,0,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1,23,LightHeavyWeight,661
Jessica-Rose,Clark,,"5' 5""",135 lbs.,"64.0""",Orthodox,11,9,0,0,3.73,51%,3.51,58%,1.66,42%,62%,0.3,20,BantamWeight,662
John,Clarke,,--,170 lbs.,--,,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,WelterWeight,663
Mitch,Clarke,Danger Zone,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0,0,2.35,34%,3.27,47%,0.64,15%,50%,0.4,16,LightWeight,664
Rich,Clementi,No Love,"5' 9""",155 lbs.,"72.0""",Southpaw,45,23,1,0,1.43,37%,2.29,60%,1.72,42%,25%,1.1,69,LightWeight,665
Chris,Clements,The Menace,"5' 10""",170 lbs.,"70.0""",Orthodox,12,6,0,0,3.20,49%,2.37,44%,0.00,0%,32%,0.3,18,WelterWeight,666
RJ,Clifford,,--,160 lbs.,--,,4,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,WelterWeight,667
Mark,Climaco,,"5' 4""",125 lbs.,"65.0""",Southpaw,9,2,0,0,4.13,59%,2.90,57%,3.50,36%,46%,0.0,11,FlyWeight,668
Josh,Clopton,The Gentleman,"5' 6""",145 lbs.,--,Orthodox,6,2,1,0,1.60,64%,2.87,50%,2.00,66%,75%,0.0,9,FeatherWeight,669
Brian,Cobb,,"5' 11""",155 lbs.,--,Orthodox,20,9,0,0,0.00,0%,3.68,55%,5.81,50%,0%,0.0,29,LightWeight,670
Darryl,Cobb,,"5' 9""",185 lbs.,--,,6,8,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,MiddleWeight,671
Dave,Cochran,,"5' 6""",155 lbs.,--,,26,29,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,56,LightWeight,672
Dakota,Cochrane,,"5' 8""",155 lbs.,--,,29,12,0,0,2.66,75%,2.66,30%,4.43,33%,0%,0.0,41,LightWeight,673
Marloes,Coenen,,"5' 9""",145 lbs.,"67.0""",,23,8,0,0,2.15,51%,1.90,67%,0.82,30%,41%,2.5,31,FeatherWeight,674
Marc,Cofer,,--,185 lbs.,--,,7,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,MiddleWeight,675
John,Cofer,The Potter,"5' 9""",155 lbs.,--,Southpaw,8,4,0,0,2.73,41%,3.43,62%,1.22,50%,64%,0.0,12,LightWeight,676
Chris,Coggins,,--,--,--,,7,10,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,17,HeavyWeight,677
Felipe,Colares,Cabocao,"5' 8""",145 lbs.,"69.0""",Orthodox,10,4,0,0,2.17,45%,4.65,36%,1.88,24%,43%,0.5,14,FeatherWeight,678
Wayne,Cole,,"6' 1""",205 lbs.,--,Orthodox,16,25,0,0,0.57,20%,8.33,27%,4.31,25%,0%,4.3,41,LightHeavyWeight,679
Devin,Cole,,"6' 4""",240 lbs.,--,Orthodox,20,10,1,0,3.50,55%,2.14,48%,2.18,42%,66%,0.0,31,HeavyWeight,680
Coltin,Cole,,--,185 lbs.,--,,4,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,MiddleWeight,681
Ivan,Cole,JP,"5' 9""",135 lbs.,--,,2,3,0,0,2.68,36%,4.69,46%,0.00,0%,0%,0.0,5,BantamWeight,682
Chandler,Cole,The Hammer,"5' 10""",264 lbs.,"72.0""",Orthodox,10,4,0,0,2.45,60%,3.59,26%,0.00,0%,0%,0.0,14,HeavyWeight,683
Mark,Coleman,The Hammer,"6' 1""",205 lbs.,"75.0""",Orthodox,16,10,0,0,1.88,52%,2.62,40%,3.89,40%,50%,0.8,26,LightHeavyWeight,684
Cortez,Coleman,Hollywood,"6' 1""",185 lbs.,--,,13,8,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,21,MiddleWeight,685
Clay,Collard,Cassius,"5' 11""",145 lbs.,"73.0""",Orthodox,14,7,0,0,4.22,32%,5.00,50%,2.81,39%,71%,0.5,21,FeatherWeight,686
Jamie,Colleen,,"5' 3""",115 lbs.,"65.0""",Orthodox,4,1,0,0,3.11,61%,5.66,33%,0.52,33%,50%,1.6,5,StrawWeight,687
Jake,Collier,The Prototype,"6' 3""",230 lbs.,"78.0""",Orthodox,13,10,0,0,5.80,44%,5.08,50%,0.71,33%,67%,0.6,23,HeavyWeight,688
Christian,Colombo,,"6' 5""",265 lbs.,--,Orthodox,8,3,1,0,2.76,44%,4.02,42%,0.00,0%,33%,0.0,12,HeavyWeight,689
Willian,Colorado,,"5' 10""",135 lbs.,"72.0""",,11,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,BantamWeight,690
Wes,Combs,The Soldier,"6' 2""",205 lbs.,--,Orthodox,20,6,0,0,2.14,48%,4.73,45%,0.00,0%,0%,0.0,26,LightHeavyWeight,691
Carlos,Condit,The Natural Born Killer,"6' 2""",170 lbs.,"75.0""",Orthodox,32,14,0,0,3.66,39%,2.67,55%,0.59,46%,38%,1.0,46,WelterWeight,692
Chris,Condo,,"6' 0""",335 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,693
Tristan,Connelly,Boondock,"5' 10""",145 lbs.,"68.0""",Orthodox,14,8,0,0,3.31,51%,2.96,50%,0.33,14%,60%,0.3,22,FeatherWeight,694
Marcos,Conrado Jr.,,"6' 2""",220 lbs.,--,Orthodox,5,1,0,0,1.60,34%,9.69,35%,1.84,14%,0%,0.0,6,HeavyWeight,695
Jeremiah,Constant,,"6' 1""",240 lbs.,--,Orthodox,11,8,0,0,1.50,75%,3.25,43%,0.00,0%,0%,7.5,19,HeavyWeight,696
Jonathan,Contrestano,JT,--,155 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,697
Bob,Cook,Crazy,"5' 9""",170 lbs.,--,Orthodox,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,WelterWeight,698
Mike,Cook,,"6' 1""",205 lbs.,--,Orthodox,13,13,0,0,1.72,49%,2.40,46%,1.03,33%,55%,2.1,26,LightHeavyWeight,699
Chad,Cook,,"6' 2""",205 lbs.,--,,10,12,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,22,LightHeavyWeight,700
TJ,Cook,,--,205 lbs.,--,,13,5,0,0,2.30,47%,3.18,54%,1.01,50%,0%,0.0,18,LightHeavyWeight,701
Dewey,Cooper,The Black Cobra,--,205 lbs.,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,LightHeavyWeight,702
Brett,Cooper,,"6' 0""",170 lbs.,--,Orthodox,23,12,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,35,WelterWeight,703
Bill,Cooper,,--,155 lbs.,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,LightWeight,704
Bobby,Cooper,Super Duper,"6' 1""",155 lbs.,--,,12,7,0,0,2.87,25%,3.40,59%,0.00,0%,40%,1.0,19,LightWeight,705
Amanda,Cooper,ABC,"5' 3""",115 lbs.,"64.0""",Switch,3,5,0,0,3.55,44%,3.20,51%,1.53,38%,28%,1.8,8,StrawWeight,706
Kit,Cope,Havoc,"6' 0""",170 lbs.,--,Orthodox,6,7,0,0,1.18,52%,2.12,35%,0.00,0%,50%,3.5,13,WelterWeight,707
Chris,Cope,C-Murder,"6' 0""",170 lbs.,"72.0""",Orthodox,8,4,0,0,3.96,26%,4.82,50%,0.00,0%,80%,0.0,12,WelterWeight,708
Josh,Copeland,Cuddly Bear,"6' 1""",265 lbs.,--,Orthodox,12,4,0,0,1.03,31%,3.01,55%,0.00,0%,57%,0.0,16,HeavyWeight,709
Michael,Cora,Kookie Monster,"6' 1""",170 lbs.,"77.0""",Southpaw,4,1,0,0,0.80,28%,0.13,66%,0.00,0%,25%,0.0,5,WelterWeight,710
Akira,Corassani,,"5' 8""",145 lbs.,"68.0""",Orthodox,12,6,0,0,3.25,45%,4.91,50%,0.70,28%,86%,0.0,18,FeatherWeight,711
Muhsin,Corbbrey,,"5' 10""",155 lbs.,--,Orthodox,17,9,0,0,2.02,34%,5.41,53%,0.00,0%,80%,0.4,26,LightWeight,712
Daniel,Cormier,DC,"5' 11""",235 lbs.,"72.0""",Orthodox,22,3,0,0,4.25,52%,2.92,54%,1.83,44%,80%,0.4,25,HeavyWeight,713
Nora,Cornolle,,"5' 7""",135 lbs.,"67.0""",Orthodox,7,1,0,0,2.67,51%,1.20,57%,0.00,0%,37%,0.0,8,BantamWeight,714
Clint,Coronel,,--,155 lbs.,--,,2,5,0,0,4.93,32%,5.60,66%,0.00,0%,66%,0.0,7,LightWeight,715
Henry,Corrales,,"5' 9""",145 lbs.,--,,13,3,0,0,4.12,41%,5.84,55%,0.00,0%,69%,0.0,16,FeatherWeight,716
Bethe,Correia,Pitbull,"5' 5""",135 lbs.,"64.0""",Orthodox,11,6,1,0,4.37,43%,4.93,56%,0.39,18%,85%,0.0,18,BantamWeight,717
Wesley,Correira,Cabbage,"6' 3""",260 lbs.,--,Orthodox,20,16,0,0,2.60,36%,8.80,40%,0.00,0%,90%,0.0,36,HeavyWeight,718
Waldo,Cortes-Acosta,Salsa Boy,"6' 4""",260 lbs.,"78.0""",Orthodox,11,1,0,0,6.13,47%,4.02,52%,0.00,0%,60%,0.0,12,HeavyWeight,719
Tracy,Cortez,,"5' 5""",125 lbs.,"65.0""",Orthodox,11,1,0,0,4.11,53%,2.79,60%,2.33,46%,75%,0.3,12,FlyWeight,720
Reyes,Cortez Jr.,,"5' 7""",135 lbs.,"68.0""",Orthodox,7,3,0,0,4.10,45%,7.43,52%,1.50,11%,100%,0.0,10,BantamWeight,721
Chad,Corvin,The Brave Warrior,"6' 5""",255 lbs.,--,,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,HeavyWeight,722
Louis,Cosce,,"5' 9""",170 lbs.,"71.0""",Orthodox,7,2,0,0,4.31,45%,5.35,47%,1.04,20%,50%,0.5,9,WelterWeight,723
Orion,Cosce,Galaxy,"5' 11""",170 lbs.,"71.0""",Switch,8,2,0,0,2.77,53%,4.02,44%,1.92,40%,61%,0.0,10,WelterWeight,724
Miguel,Cosio,,"6' 4""",205 lbs.,--,,1,13,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,LightHeavyWeight,725
Jadson,Costa,,"5' 7""",155 lbs.,--,Orthodox,22,8,0,0,0.20,50%,3.05,50%,0.00,0%,0%,0.0,30,LightWeight,726
Guilherme,Costa,The Prodigy,--,155 lbs.,--,,7,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,LightWeight,727
Paulo,Costa,The Eraser,"6' 1""",185 lbs.,"72.0""",Orthodox,14,2,0,0,6.50,60%,6.38,47%,0.53,75%,79%,0.0,16,MiddleWeight,728
Randy,Costa,The Zohan,"5' 9""",135 lbs.,"73.0""",Switch,6,4,0,0,6.53,46%,7.58,58%,0.00,0%,50%,0.0,10,BantamWeight,729
Alessandro,Costa,Nono,"5' 4""",125 lbs.,"67.0""",Orthodox,13,4,0,0,3.75,46%,3.61,56%,0.31,16%,90%,0.0,17,FlyWeight,730
Melquizael,Costa,Melk Cauthy,"5' 10""",155 lbs.,"71.0""",Southpaw,20,7,0,0,4.29,46%,2.99,59%,2.49,27%,42%,0.5,27,LightWeight,731
Oscar,Cota,Elevation,"6' 0""",230 lbs.,"72.0""",Orthodox,11,3,0,0,0.33,41%,2.47,41%,0.00,0%,60%,1.0,14,HeavyWeight,732
Patrick,Cote,The Predator,"5' 11""",170 lbs.,"75.0""",Orthodox,23,11,0,0,2.81,48%,3.21,48%,0.68,20%,43%,0.2,34,WelterWeight,733
JC,Cottrell,,"5' 9""",155 lbs.,--,Orthodox,17,5,0,0,0.79,25%,2.75,45%,0.79,100%,50%,0.0,22,LightWeight,734
JR,Coughran,Bam Bam,"5' 6""",145 lbs.,--,Orthodox,4,1,0,0,12.29,57%,6.80,45%,0.00,0%,75%,0.0,5,FeatherWeight,735
Rashad,Coulter,Daywalker,"5' 11""",205 lbs.,"76.0""",Orthodox,9,4,0,0,4.82,56%,6.68,50%,0.00,0%,62%,0.0,13,LightHeavyWeight,736
Dave,Courchaine,,"5' 8""",170 lbs.,--,,20,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,27,WelterWeight,737
Randy,Couture,The Natural,"6' 1""",205 lbs.,"75.0""",Orthodox,19,11,0,0,2.85,57%,1.53,59%,2.78,46%,58%,0.5,30,LightHeavyWeight,738
Kim,Couture,Sugar Free,"5' 8""",135 lbs.,--,Orthodox,3,8,0,0,12.12,80%,2.31,69%,0.00,0%,0%,0.0,11,BantamWeight,739
Ryan,Couture,,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0,0,3.54,45%,2.87,54%,1.55,29%,46%,1.3,16,LightWeight,740
Nikk,Covert,The Brick,"5' 8""",185 lbs.,--,,3,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,MiddleWeight,741
Colby,Covington,Chaos,"5' 11""",170 lbs.,"72.0""",Orthodox,17,4,0,0,3.88,38%,2.98,55%,3.79,44%,67%,0.2,21,WelterWeight,742
Hailey,Cowan,All Hail,"5' 8""",135 lbs.,"67.0""",Southpaw,7,3,0,0,2.97,42%,3.17,34%,1.50,33%,80%,0.0,10,BantamWeight,743
Jeff,Cox,The Grinder,"5' 10""",155 lbs.,--,Orthodox,10,7,0,0,0.56,25%,1.69,33%,4.23,50%,80%,0.0,17,LightWeight,744
Nathan,Coy,Soulforce,"5' 10""",170 lbs.,"69.0""",Southpaw,15,7,0,0,3.88,52%,2.40,61%,3.17,47%,50%,0.0,22,WelterWeight,745
Andrew,Craig,Highlight,"6' 1""",170 lbs.,"76.0""",Orthodox,9,4,0,0,2.39,40%,3.01,50%,0.53,37%,72%,0.0,13,WelterWeight,746
Paul,Craig,Bearjew,"6' 3""",185 lbs.,"76.0""",Orthodox,17,7,1,0,2.42,46%,2.86,45%,1.76,22%,37%,1.6,25,MiddleWeight,747
Dan,Cramer,,"6' 2""",170 lbs.,--,Orthodox,11,4,0,0,0.97,30%,2.10,31%,0.00,0%,66%,0.5,15,WelterWeight,748
Alberto,Crane,,"5' 5""",155 lbs.,--,Orthodox,15,5,0,0,0.43,25%,2.61,57%,0.00,0%,50%,4.0,20,LightWeight,749
Tim,Credeur,,"6' 3""",185 lbs.,"75.0""",Orthodox,12,4,0,0,3.59,30%,3.13,57%,0.41,100%,50%,3.3,16,MiddleWeight,750
Paul,Creighton,,"5' 6""",155 lbs.,--,Southpaw,3,1,0,0,0.72,75%,4.65,30%,5.37,37%,0%,0.0,4,LightWeight,751
Helena,Crevar,,--,--,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,HeavyWeight,752
Alexander,Crispim,,--,145 lbs.,--,,8,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,FeatherWeight,753
Alex,Crispin,,--,155 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,LightWeight,754
Kevin,Croom,Crash,"5' 11""",135 lbs.,"73.0""",Orthodox,21,15,0,0,2.65,34%,3.10,41%,0.48,5%,30%,0.5,36,BantamWeight,755
Kiefer,Crosbie,BDK,"5' 11""",170 lbs.,"70.0""",Switch,10,4,0,0,8.10,66%,6.02,50%,0.00,0%,0%,0.0,14,WelterWeight,756
Ken,Cross,The Boss,"6' 0""",155 lbs.,"72.0""",Southpaw,11,3,0,0,2.20,57%,1.40,55%,1.00,12%,66%,0.0,14,LightWeight,757
Jeff,Crotty,,--,155 lbs.,--,,1,1,0,0,0.93,35%,3.33,54%,5.00,38%,0%,1.0,2,LightWeight,758
Allen,Crowder,Pretty Boy,"6' 3""",245 lbs.,"76.0""",Orthodox,10,4,0,0,2.95,51%,2.95,56%,1.85,33%,100%,1.2,14,HeavyWeight,759
Daron,Cruickshank,Detroit Superstar,"5' 8""",155 lbs.,"72.0""",Switch,18,10,0,0,2.88,38%,2.98,57%,2.04,41%,60%,0.2,28,LightWeight,760
Richard,Crunkilton,Cleat,"5' 7""",155 lbs.,--,Orthodox,19,4,0,0,1.72,41%,1.45,58%,4.08,61%,65%,1.3,23,LightWeight,761
Jimmy,Crute,,"6' 2""",205 lbs.,"74.0""",Orthodox,12,4,1,0,3.68,54%,3.04,44%,4.84,57%,60%,2.0,17,LightHeavyWeight,762
Marcio,Cruz,Pe de Pano,"6' 4""",232 lbs.,--,Orthodox,8,3,0,0,2.92,46%,1.51,68%,0.53,7%,37%,1.6,11,HeavyWeight,763
Dominick,Cruz,The Dominator,"5' 8""",135 lbs.,"68.0""",Orthodox,24,4,0,0,3.91,33%,2.61,70%,2.82,42%,83%,0.1,28,BantamWeight,764
Aalon,Cruz,,"6' 0""",145 lbs.,"78.0""",Switch,8,4,0,0,7.58,39%,8.88,58%,0.00,0%,0%,0.0,12,FeatherWeight,765
Timmy,Cuamba,Twilight,"5' 9""",155 lbs.,"71.0""",Orthodox,8,2,0,0,2.53,34%,4.23,57%,0.50,16%,71%,0.0,10,LightWeight,766
Jay,Cucciniello,,"5' 7""",155 lbs.,--,Orthodox,8,1,0,0,0.93,21%,4.73,36%,0.00,0%,71%,0.0,9,LightWeight,767
Emilio,Cuellar,Show Kid,--,125 lbs.,--,,6,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,FlyWeight,768
Josh,Culibao,Kuya,"5' 10""",145 lbs.,"73.0""",Orthodox,11,2,1,0,2.68,42%,3.29,56%,0.00,0%,72%,0.4,14,FeatherWeight,769
Chris,Culley,,--,145 lbs.,--,,20,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,35,FeatherWeight,770
Abel,Cullum,The Silent Assassin,"5' 7""",139 lbs.,--,Orthodox,20,6,0,0,1.82,40%,1.23,46%,4.01,52%,0%,2.8,26,FeatherWeight,771
Zak,Cummings,,"6' 0""",205 lbs.,"75.0""",Southpaw,25,7,0,0,2.96,35%,2.91,55%,0.62,28%,66%,0.6,32,LightHeavyWeight,772
Everett,Cummings,,--,205 lbs.,--,,12,0,0,0,0.43,60%,4.34,45%,0.00,0%,0%,2.2,12,LightHeavyWeight,773
Patrick,Cummins,Durkin,"6' 2""",205 lbs.,"76.0""",Orthodox,10,7,0,0,4.26,50%,3.35,55%,4.49,41%,28%,0.1,17,LightHeavyWeight,774
Luke,Cummo,,"6' 0""",170 lbs.,"74.0""",Orthodox,6,6,0,0,1.74,43%,1.50,59%,0.89,55%,42%,1.4,12,WelterWeight,775
Hugo,Cunha,Silverback,"6' 4""",250 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,HeavyWeight,776
Alton,Cunningham,The Bo-Man,"6' 2""",205 lbs.,"77.0""",Orthodox,4,2,0,0,3.33,75%,4.94,20%,1.67,10%,100%,0.0,6,LightHeavyWeight,777
AJ,Cunningham,The Savage,"5' 10""",145 lbs.,"71.0""",Orthodox,10,3,0,0,7.58,24%,11.32,54%,0.00,0%,0%,0.0,13,FeatherWeight,778
Santo,Curatolo,,"5' 3""",125 lbs.,"62.0""",Southpaw,6,2,0,0,1.40,39%,6.07,34%,2.00,33%,100%,0.0,8,FlyWeight,779
Larry,Cureton,,"6' 2""",240 lbs.,--,Orthodox,0,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,780
Jeff,Curran,Big Frog,"5' 6""",135 lbs.,"69.0""",Orthodox,36,18,1,0,1.54,31%,2.48,60%,0.35,12%,35%,1.2,55,BantamWeight,781
Kailin,Curran,,"5' 4""",115 lbs.,"65.0""",Orthodox,4,5,0,0,3.89,43%,4.75,53%,2.00,57%,61%,0.6,9,StrawWeight,782
Pat,Curran,Paddy Mike,"5' 9""",145 lbs.,--,,22,7,0,0,4.70,58%,4.40,63%,2.50,62%,66%,0.0,29,FeatherWeight,783
Chris,Curtis,Action-Man,"5' 10""",185 lbs.,"75.0""",Orthodox,31,10,0,0,5.96,51%,6.58,53%,0.00,0%,92%,0.0,41,MiddleWeight,784
Ion,Cutelaba,The Hulk,"6' 1""",205 lbs.,"75.0""",Southpaw,17,9,1,0,4.63,43%,3.29,48%,4.75,58%,77%,0.0,27,LightHeavyWeight,785
Gleidson,Cutis,Poney,"5' 9""",155 lbs.,--,Orthodox,7,4,0,0,2.99,52%,8.28,59%,0.00,0%,0%,0.0,11,LightWeight,786
Sarah,D'alelio,The Monster,"5' 7""",145 lbs.,--,,11,7,0,0,2.40,33%,0.00,100%,0.00,0%,100%,0.0,18,FeatherWeight,787
Marcos,da Matta,Parrumpinha,"5' 4""",145 lbs.,--,,11,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,FeatherWeight,788
Henrique,da Silva,Frankenstein,"6' 3""",205 lbs.,"76.0""",Orthodox,14,5,0,0,3.89,60%,5.28,40%,0.25,14%,22%,0.2,19,LightHeavyWeight,789
Alex,Da Silva,Leko,"5' 8""",155 lbs.,"73.0""",Orthodox,21,4,0,0,2.14,46%,2.52,56%,1.97,43%,76%,0.3,25,LightWeight,790
Igor,Da Silva,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,0,0,0,9.85,55%,4.86,47%,9.85,100%,0%,0.0,8,FlyWeight,791
Henrique,Da Silva Lopes,Montanha,"6' 3""",240 lbs.,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,HeavyWeight,792
Daermisi,Zhawupasi,,"5' 8""",135 lbs.,"68.0""",Switch,7,1,0,0,1.24,51%,2.75,34%,6.19,75%,64%,2.1,8,BantamWeight,793
Nicolas,Dalby,Danish Dynamite,"5' 11""",170 lbs.,"74.0""",Orthodox,23,4,1,0,4.03,43%,3.43,52%,1.11,30%,60%,0.1,28,WelterWeight,794
Paul,Daley,Semtex,"5' 9""",170 lbs.,"76.0""",Orthodox,39,15,2,0,3.14,47%,2.37,60%,0.91,40%,64%,0.0,56,WelterWeight,795
Dave,Dalgliesh,,"6' 2""",205 lbs.,--,Orthodox,30,19,2,0,0.00,0%,1.85,50%,0.00,0%,0%,0.0,51,LightHeavyWeight,796
Richard,Dalton,,"6' 1""",205 lbs.,--,Orthodox,4,3,1,0,1.20,69%,3.27,25%,1.00,11%,0%,0.0,8,LightHeavyWeight,797
Aisling,Daly,Ais the Bash,"5' 2""",115 lbs.,"64.0""",Orthodox,16,6,0,0,2.92,52%,1.40,55%,2.15,41%,33%,0.9,22,StrawWeight,798
Marko,Damiani,,"6' 0""",170 lbs.,--,,0,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,WelterWeight,799
Leonardo,Damiani,Puppy,"5' 10""",170 lbs.,"69.0""",Orthodox,10,3,1,0,1.67,23%,4.17,37%,0.00,0%,50%,0.0,14,WelterWeight,800
Rodrigo,Damm,,"5' 7""",155 lbs.,"71.0""",Orthodox,13,9,0,0,3.50,36%,5.61,57%,0.44,16%,80%,0.3,22,LightWeight,801
Carina,Damm,Beauty But the Beast,"5' 4""",135 lbs.,--,,2,13,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,BantamWeight,802
Batgerel,Danaa,Storm,"5' 7""",135 lbs.,"70.0""",Orthodox,12,5,0,0,5.38,36%,4.21,47%,0.52,50%,62%,0.0,17,BantamWeight,803
Cindy,Dandois,Battlecat,"5' 7""",135 lbs.,--,Orthodox,8,3,0,0,3.13,32%,3.40,58%,5.00,55%,0%,0.0,11,BantamWeight,804
Peter,Danesoe,The Asian Viking,"5' 9""",125 lbs.,"68.0""",Orthodox,6,3,0,0,4.98,54%,7.02,37%,0.00,0%,62%,0.0,9,FlyWeight,805
Jarjis,Danho,Man Mountain,"6' 3""",265 lbs.,"74.0""",Orthodox,7,1,1,0,3.38,50%,5.25,49%,0.51,16%,100%,0.0,9,HeavyWeight,806
Raymond,Daniels,,"6' 2""",185 lbs.,--,Southpaw,0,1,0,0,0.00,0%,2.61,38%,0.00,0%,33%,3.0,1,MiddleWeight,807
Marques,Daniels,,--,155 lbs.,--,,5,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,LightWeight,808
Alexandre,Dantas,Cafe,"6' 2""",238 lbs.,--,Orthodox,0,3,0,0,0.21,25%,1.87,60%,0.00,0%,0%,3.1,3,HeavyWeight,809
Eduardo,Dantas,Dudu,"5' 10""",135 lbs.,--,,20,4,0,0,3.33,60%,3.00,60%,4.00,23%,100%,0.0,24,BantamWeight,810
Mac,Danzig,,"5' 8""",155 lbs.,"70.0""",Orthodox,21,12,1,0,3.39,48%,3.44,57%,1.20,37%,46%,0.6,34,LightWeight,811
Karen,Darabedyan,,"5' 7""",155 lbs.,"68.0""",Orthodox,13,6,0,0,3.43,51%,2.62,67%,2.14,75%,0%,0.0,19,LightWeight,812
Beneil,Dariush,,"5' 10""",155 lbs.,"72.0""",Southpaw,22,6,1,0,3.78,48%,2.65,57%,1.90,34%,80%,0.9,29,LightWeight,813
Sean,Daugherty,,"6' 0""",175 lbs.,--,,0,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,MiddleWeight,814
Kyle,Daukaus,,"6' 3""",185 lbs.,"76.0""",Southpaw,11,4,0,0,3.22,52%,2.94,42%,2.12,25%,82%,1.9,15,MiddleWeight,815
Chris,Daukaus,,"6' 3""",205 lbs.,"76.0""",Orthodox,12,7,0,0,6.05,50%,4.64,55%,0.00,0%,100%,0.0,19,LightHeavyWeight,816
Brian,Davidson,,"5' 6""",145 lbs.,--,,13,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,17,FeatherWeight,817
Rick,Davis,The Flying Squirrel,"5' 9""",155 lbs.,--,Orthodox,3,1,1,0,3.09,50%,6.19,64%,0.00,0%,0%,0.0,5,LightWeight,818
Marcus,Davis,The Irish Hand Grenade,"5' 10""",170 lbs.,"70.0""",Southpaw,22,11,0,0,2.72,39%,2.79,65%,1.60,48%,47%,1.4,33,WelterWeight,819
LC,Davis,,"5' 8""",135 lbs.,"69.0""",Southpaw,23,8,0,0,2.04,30%,2.10,59%,2.27,46%,66%,0.2,31,BantamWeight,820
Phil,Davis,Mr. Wonderful,"6' 2""",205 lbs.,"79.0""",Orthodox,17,4,0,0,2.85,34%,1.33,72%,2.99,38%,72%,0.6,21,LightHeavyWeight,821
Lemont,Davis,,"5' 8""",170 lbs.,--,Orthodox,2,6,0,0,0.87,54%,1.27,55%,1.00,50%,0%,1.0,8,WelterWeight,822
Mike,Davis,,--,--,--,,2,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,823
Justin,Davis,Dangerous,"5' 11""",205 lbs.,--,,13,16,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,29,LightHeavyWeight,824
Alexis,Davis,,"5' 6""",135 lbs.,"68.0""",Orthodox,21,11,0,0,4.63,49%,4.45,54%,0.95,44%,34%,0.7,32,BantamWeight,825
Danny,Davis,,"6' 2""",170 lbs.,--,,13,11,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,25,WelterWeight,826
