First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Mike,King,,"6' 3""",185 lbs.,--,,5,1,0,0,4.44,58%,1.29,72%,1.75,25%,40%,3.5,6,MiddleWeight,1897
Kyle,Kingsbury,Kingsbu,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0,0,2.97,40%,3.81,51%,2.64,41%,52%,0.0,17,LightHeavyWeight,1898
Yusaku,Kinoshita,,"6' 0""",170 lbs.,"71.0""",Southpaw,6,3,0,0,4.65,50%,5.12,51%,0.00,0%,50%,0.0,9,WelterWeight,1899
Kamuela,Kirk,The Jawaiian,"5' 10""",155 lbs.,"75.0""",Switch,12,6,0,0,3.22,50%,5.87,40%,1.50,26%,47%,1.2,18,LightWeight,1900
Yurij,Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,4,0,0,4.88,87%,0.00,0%,0.00,0%,50%,0.0,9,MiddleWeight,1901
Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0,0,4.51,48%,4.59,57%,0.87,33%,50%,0.1,11,FlyWeight,1902
Koji,Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,1903
Satoru,Kitaoka,,"5' 6""",154 lbs.,--,,40,14,9,0,0.68,33%,2.15,45%,0.62,10%,27%,2.1,63,LightWeight,1904
Top Noi,Kiwram,,"5' 5""",125 lbs.,"67.0""",Southpaw,9,5,0,0,4.47,59%,3.23,66%,2.72,85%,74%,0.0,14,FlyWeight,1905
Ludovit,Klein,Mr. Highlight,"5' 7""",155 lbs.,"72.0""",Southpaw,20,4,1,0,3.49,54%,3.53,53%,1.52,45%,83%,0.0,25,LightWeight,1906
Seth,Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0,0,2.55,33%,2.42,40%,0.98,25%,90%,0.0,12,MiddleWeight,1907
Stefan,Klever,,--,185 lbs.,--,Orthodox,6,1,0,0,0.82,50%,3.84,58%,0.00,0%,0%,0.0,7,MiddleWeight,1908
Felix,Klinkhammer,,"6' 0""",170 lbs.,--,,7,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,WelterWeight,1909
Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,14,2,1,0,4.33,55%,3.40,52%,1.78,30%,68%,0.0,17,LightWeight,1910
Michael,Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,22,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,43,HeavyWeight,1911
Kevin,Knabjian,,"5' 10""",170 lbs.,--,Orthodox,12,7,1,0,0.00,0%,15.56,22%,0.00,0%,100%,0.0,20,WelterWeight,1912
Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7,25,FeatherWeight,1913
William,Knight,Knightmare,"5' 10""",205 lbs.,"73.0""",Orthodox,11,5,0,0,2.62,56%,3.30,35%,1.78,40%,48%,0.4,16,LightHeavyWeight,1914
Josefine,Knutsson,Thunder,"5' 3""",115 lbs.,"60.0""",Orthodox,7,0,0,0,3.73,52%,1.33,64%,2.67,72%,100%,0.0,7,StrawWeight,1915
Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,0,1.01,33%,1.66,45%,2.17,100%,100%,0.0,29,FeatherWeight,1916
Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,19,3,1,0,2.33,21%,4.11,59%,1.67,11%,0%,0.0,23,BantamWeight,1917
Erik,Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,0,2.33,42%,2.82,47%,1.02,42%,81%,1.0,22,WelterWeight,1918
Sokun,Koh,,"6' 1""",205 lbs.,--,,4,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,LightHeavyWeight,1919
Shingo,Kohara,,"5' 6""",135 lbs.,--,,1,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,BantamWeight,1920
Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,12,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,27,HeavyWeight,1921
Charlie,Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1,0,0.81,33%,4.31,46%,0.00,0%,0%,4.0,13,LightWeight,1922
Tsuyoshi,Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,27,19,2,0,1.88,38%,4.41,54%,1.32,20%,33%,0.4,48,HeavyWeight,1923
Kaloyan,Kolev,,"6' 2""",205 lbs.,"73.0""",Orthodox,10,1,0,0,1.12,45%,4.49,42%,10.11,60%,0%,0.0,11,LightHeavyWeight,1924
John,Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,9,0,0,0.21,20%,0.85,50%,0.00,0%,0%,0.0,24,MiddleWeight,1925
Yuki,Kondo,,"5' 11""",183 lbs.,--,Southpaw,60,33,9,0,1.14,42%,2.57,51%,0.76,41%,37%,0.5,102,MiddleWeight,1926
Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,0,5.40,44%,7.22,58%,0.00,0%,83%,0.3,9,StrawWeight,1927
Cheick,Kongo,,"6' 4""",240 lbs.,"82.0""",Orthodox,27,10,2,0,3.33,56%,1.28,54%,2.30,56%,52%,0.2,39,HeavyWeight,1928
Andrei,Kopylov,,"6' 2""",265 lbs.,--,Orthodox,6,11,0,0,0.33,66%,4.31,40%,0.00,0%,0%,0.0,17,HeavyWeight,1929
Roman,Kopylov,,"6' 0""",185 lbs.,"75.0""",Southpaw,12,2,0,0,4.72,53%,4.11,60%,0.47,50%,92%,0.0,14,MiddleWeight,1930
Bruno,Korea,,"5' 6""",135 lbs.,"65.0""",,7,3,0,0,2.12,34%,3.96,42%,0.00,0%,25%,0.0,10,BantamWeight,1931
Andrey,Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0,0,2.84,39%,1.92,63%,4.80,53%,0%,0.0,21,WelterWeight,1932
Josh,Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,17,11,0,0,1.79,36%,2.27,63%,2.46,48%,64%,0.4,28,WelterWeight,1933
Steven,Koslow,Obi Won Shinobi The Pillow,"5' 7""",125 lbs.,"69.0""",Switch,6,1,0,0,0.77,37%,3.73,40%,5.28,55%,0%,1.1,7,FlyWeight,1934
Naoyuki,Kotani,,"5' 8""",155 lbs.,"66.0""",Southpaw,34,14,7,0,1.02,31%,2.89,50%,0.83,16%,46%,0.8,55,LightWeight,1935
Ilya,Kotau,,--,170 lbs.,--,,1,2,0,0,3.94,40%,4.38,44%,6.57,100%,100%,6.6,3,WelterWeight,1936
Iouri,Kotchkine,,"6' 2""",235 lbs.,--,Orthodox,7,4,1,0,0.67,38%,4.92,15%,0.00,0%,25%,0.0,12,HeavyWeight,1937
Matt,Kovacs,300,"6' 0""",244 lbs.,--,Orthodox,12,16,0,0,1.47,22%,4.87,44%,1.00,25%,0%,0.0,28,HeavyWeight,1938
Marcus,Kowal,,--,135 lbs.,--,,3,1,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,BantamWeight,1939
Karolina,Kowalkiewicz,,"5' 3""",115 lbs.,"64.0""",Orthodox,16,7,0,0,5.92,43%,5.55,59%,0.36,26%,74%,0.2,23,StrawWeight,1940
Steve,Kozola,,--,155 lbs.,--,,8,0,0,0,3.90,39%,4.36,50%,2.34,100%,100%,0.0,8,LightWeight,1941
Derrick,Krantz,D-Rock,"5' 10""",170 lbs.,"72.0""",Orthodox,22,12,0,0,2.07,37%,4.03,50%,3.18,50%,0%,0.8,34,WelterWeight,1942
James,Krause,The,"6' 2""",170 lbs.,"73.0""",Orthodox,28,9,0,0,4.79,49%,4.11,61%,0.96,18%,59%,0.9,37,WelterWeight,1943
Pascal,Krauss,Panzer,"6' 1""",170 lbs.,--,Orthodox,11,2,0,0,5.45,47%,3.88,59%,1.53,50%,60%,0.9,13,WelterWeight,1944
Rene,Kronvold,,"5' 8""",170 lbs.,--,Orthodox,5,1,0,0,0.82,100%,2.47,60%,0.00,0%,66%,4.1,6,WelterWeight,1945
Kaynan,Kruschewsky,Bahia,"6' 0""",155 lbs.,"73.0""",Orthodox,15,2,0,0,5.08,39%,4.79,47%,2.18,100%,0%,2.2,17,LightWeight,1946
Jorgen,Kruth,The Last Viking,"6' 2""",205 lbs.,--,,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,LightHeavyWeight,1947
Nikita,Krylov,The Miner,"6' 3""",205 lbs.,"77.0""",Orthodox,30,9,0,0,4.38,55%,2.47,44%,2.29,38%,53%,1.4,39,LightHeavyWeight,1948
Mariusz,Ksiazkiewicz,The Iron Pol,"6' 3""",185 lbs.,"75.0""",Southpaw,8,1,0,0,0.93,45%,3.40,39%,4.00,100%,0%,2.0,9,MiddleWeight,1949
Junya,Kudo,,--,135 lbs.,--,Orthodox,10,7,2,0,1.85,71%,4.44,33%,0.00,0%,0%,0.0,19,BantamWeight,1950
John,Kuhner,,--,170 lbs.,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,WelterWeight,1951
Michael,Kuiper,,"6' 0""",185 lbs.,"73.0""",Orthodox,15,5,0,0,3.28,54%,3.62,54%,2.30,55%,79%,0.0,20,MiddleWeight,1952
Anton,Kuivanen,,"5' 8""",155 lbs.,"72.0""",Orthodox,24,10,0,0,2.27,38%,1.63,67%,1.20,100%,71%,0.4,34,LightWeight,1953
Maiju,Kujala,,--,135 lbs.,--,,6,3,0,0,2.50,40%,5.50,36%,0.00,0%,50%,0.0,9,BantamWeight,1954
Sumit,Kumar,The Indian Kid,"5' 5""",125 lbs.,"66.0""",Orthodox,8,1,0,0,2.80,24%,4.67,46%,6.00,30%,60%,0.0,9,FlyWeight,1955
Aleksei,Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,2,0,0,3.67,44%,2.83,63%,0.25,33%,80%,0.0,22,WelterWeight,1956
Rizvan,Kuniev,,"6' 4""",240 lbs.,"76.0""",Orthodox,11,2,1,0,7.09,73%,1.55,51%,4.09,75%,0%,0.0,14,HeavyWeight,1957
Keigo,Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0,0,0.17,10%,1.99,57%,4.97,40%,100%,2.5,5,HeavyWeight,1958
Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,0,1.87,44%,3.92,41%,1.59,20%,28%,0.3,27,WelterWeight,1959
Leo,Kuntz,The Lion,"5' 10""",155 lbs.,--,Orthodox,18,4,1,0,1.68,32%,3.80,45%,1.99,25%,33%,0.7,23,LightWeight,1960
Korey,Kuppe,,"6' 5""",170 lbs.,"77.0""",Switch,8,4,0,0,0.73,73%,1.33,31%,0.00,0%,69%,1.0,12,WelterWeight,1961
Ramazan,Kuramagomedov,,"6' 1""",170 lbs.,"73.0""",Orthodox,8,0,0,0,11.67,67%,9.13,54%,1.00,14%,0%,0.0,8,WelterWeight,1962
Tsuyoshi,Kurihara,,"5' 10""",185 lbs.,--,Orthodox,10,8,2,0,0.00,0%,12.00,50%,0.00,0%,0%,0.0,20,MiddleWeight,1963
Eldari,Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0,0,0.47,20%,3.72,60%,0.00,0%,0%,0.0,1,HeavyWeight,1964
Kyle,Kurtz,,--,170 lbs.,--,,7,5,0,0,1.31,36%,2.95,52%,1.23,20%,0%,2.5,12,WelterWeight,1965
Guram,Kutateladze,Georgian Viking,"5' 11""",155 lbs.,"72.0""",Orthodox,12,4,0,0,4.62,45%,4.53,56%,0.69,18%,75%,0.0,16,LightWeight,1966
Lina,Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0,0,2.31,30%,12.12,19%,0.00,0%,0%,0.0,3,BantamWeight,1967
Kaleo,Kwan,Leo Boy,"5' 7""",155 lbs.,--,,11,16,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,27,LightWeight,1968
Jarrod,Kwitty,,"5' 8""",185 lbs.,--,,2,2,0,0,0.53,50%,4.40,32%,8.00,50%,0%,2.0,4,MiddleWeight,1969
Mike,Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,22,14,1,0,3.93,51%,3.35,49%,1.33,62%,50%,0.8,37,LightHeavyWeight,1970
Achmed,Labasanov,,"6' 3""",215 lbs.,--,Orthodox,7,4,0,0,0.75,39%,1.10,46%,3.00,100%,0%,0.8,11,HeavyWeight,1971
Josh,LaBerge,,"5' 10""",145 lbs.,--,,11,6,0,0,2.53,36%,5.33,44%,0.00,0%,71%,0.0,17,FeatherWeight,1972
Jeremiah,Labiano,The Kid,"5' 10""",135 lbs.,--,,11,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,BantamWeight,1973
Daniel,Lacerda,Miojo,"5' 6""",125 lbs.,"70.0""",Switch,11,5,0,0,4.16,47%,8.70,34%,1.91,42%,0%,1.3,16,FlyWeight,1974
Luan,Lacerda,,"5' 7""",135 lbs.,"71.0""",Orthodox,12,3,0,0,4.52,44%,7.07,47%,1.26,25%,75%,0.6,15,BantamWeight,1975
Kemran,Lachinov,,--,170 lbs.,--,,3,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,WelterWeight,1976
Aspen,Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,9,3,0,0,3.78,47%,4.65,47%,1.56,47%,62%,0.6,12,BantamWeight,1977
Ryan,LaFlare,,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0,0,2.89,40%,1.86,63%,2.13,44%,58%,0.2,17,WelterWeight,1978
Corinne,Laframboise,,--,125 lbs.,--,,8,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,FlyWeight,1979
Ben,Lagman,Bad News,"6' 2""",185 lbs.,--,,6,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,MiddleWeight,1980
Noad,Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,11,2,0,0,2.79,46%,1.47,63%,2.37,26%,16%,2.4,13,FeatherWeight,1981
Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,--,Orthodox,5,1,0,0,1.93,20%,4.67,57%,0.00,0%,16%,0.0,6,StrawWeight,1982
Yohan,Lainesse,White Lion,"6' 1""",170 lbs.,"76.0""",Orthodox,9,3,0,0,2.22,41%,3.38,58%,0.94,28%,72%,0.5,12,WelterWeight,1983
Tim,Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,HeavyWeight,1984
Todd,Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,FeatherWeight,1985
Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,7,3,0,0,5.34,39%,7.23,30%,0.00,0%,0%,0.0,10,WelterWeight,1986
Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,20,8,0,0,3.13,47%,2.87,57%,1.84,33%,46%,0.9,28,FeatherWeight,1987
Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,26,13,0,0,3.21,58%,1.84,50%,1.35,36%,28%,2.4,39,MiddleWeight,1988
Jose,Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,29,16,0,0,0.99,40%,0.77,43%,2.20,80%,40%,2.2,45,WelterWeight,1989
Nate,Landwehr,The Train,"5' 9""",145 lbs.,"72.0""",Orthodox,17,5,0,0,6.14,46%,5.58,55%,1.07,41%,86%,1.1,22,FeatherWeight,1990
Austen,Lane,,"6' 6""",245 lbs.,"80.0""",Orthodox,12,4,0,0,4.48,47%,2.85,48%,0.00,0%,0%,0.0,16,HeavyWeight,1991
Aaron,Lanfranco,,--,155 lbs.,--,,5,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,1992
Jeremy,Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0,0,1.13,50%,1.41,42%,4.22,60%,0%,4.2,23,LightHeavyWeight,1993
Lionel,Lanham,,--,205 lbs.,--,,5,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightHeavyWeight,1994
Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,10,8,0,0,2.69,55%,3.87,44%,0.52,27%,47%,0.1,18,BantamWeight,1995
Taylor,Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,19,4,0,0,3.91,46%,2.37,61%,0.37,40%,77%,0.4,23,BantamWeight,1996
Chad,Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,13,4,0,0,4.78,42%,3.59,65%,1.05,54%,78%,0.0,17,WelterWeight,1997
Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,--,Southpaw,23,7,0,0,0.53,34%,0.58,66%,0.00,0%,20%,0.0,30,WelterWeight,1998
TJ,Laramie,,"5' 6""",145 lbs.,"66.0""",Orthodox,12,5,0,0,1.49,50%,2.64,38%,1.44,33%,40%,0.0,17,FeatherWeight,1999
Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,6,5,0,0,0.17,15%,2.50,28%,0.00,0%,14%,0.0,11,HeavyWeight,2000
Lorenz,Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,6,0,0,3.53,46%,2.74,63%,0.27,42%,79%,0.1,24,WelterWeight,2001
Jeremy,Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0,0,4.87,48%,5.75,57%,2.49,33%,0%,0.0,13,FeatherWeight,2002
Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,42,10,0,0,1.39,46%,1.50,55%,2.67,34%,43%,2.0,52,WelterWeight,2003
Ryan,Larson,,--,170 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,WelterWeight,2004
Bobby,Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,15,2,0,0,3.10,63%,0.76,63%,11.47,70%,0%,0.0,17,HeavyWeight,2005
Ilir,Latifi,The Sledgehammer,"5' 10""",230 lbs.,"73.0""",Orthodox,17,9,0,0,2.05,45%,2.93,56%,2.11,35%,100%,0.3,26,HeavyWeight,2006
Sione,Latu,,"6' 0""",215 lbs.,--,,1,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,2007
Jenel,Lausa,,"5' 5""",125 lbs.,"68.0""",Orthodox,7,5,0,0,1.44,42%,3.53,53%,0.55,66%,51%,0.8,12,FlyWeight,2008
Joe,Lauzon,,"5' 10""",155 lbs.,"71.0""",Orthodox,28,16,0,0,2.84,39%,5.39,54%,2.39,45%,54%,2.0,44,LightWeight,2009
Dan,Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,17,6,0,0,1.34,25%,4.09,61%,1.63,33%,80%,2.7,23,LightWeight,2010
Sandra,Lavado,Peruvian Zombie,"5' 7""",115 lbs.,"66.0""",Orthodox,10,3,0,0,0.87,37%,2.67,34%,0.00,0%,33%,0.0,13,StrawWeight,2011
Chatt,Lavender,,"5' 8""",170 lbs.,--,,9,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,WelterWeight,2012
Muhammed,Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,21,6,0,0,3.79,52%,1.61,66%,5.96,75%,87%,0.0,27,LightHeavyWeight,2013
Robbie,Lawler,Ruthless,"5' 11""",170 lbs.,"74.0""",Southpaw,30,16,0,0,3.85,47%,4.67,59%,0.65,64%,65%,0.0,46,WelterWeight,2014
Tom,Lawlor,Filthy,"6' 0""",205 lbs.,"74.0""",Southpaw,10,6,0,0,2.50,42%,2.41,60%,2.46,32%,57%,1.4,16,LightHeavyWeight,2015
Justin,Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,10,4,0,0,3.84,35%,2.83,67%,0.72,28%,73%,0.0,14,FeatherWeight,2016
Lance,Lawrence,,"6' 1""",145 lbs.,"74.0""",Orthodox,4,1,0,0,5.87,50%,9.80,24%,1.00,100%,50%,0.0,5,FeatherWeight,2017
Ronnie,Lawrence,The Heat,"5' 8""",135 lbs.,"68.0""",Switch,8,2,0,0,2.78,56%,1.75,52%,6.75,77%,45%,0.2,10,BantamWeight,2018
Eric,Lawson,,"6' 0""",185 lbs.,--,Orthodox,9,5,0,0,1.58,57%,1.97,44%,8.88,42%,0%,3.0,14,MiddleWeight,2019
Jimmy,Lawson,Greedy,"6' 0""",265 lbs.,"77.0""",Orthodox,4,2,0,0,0.07,8%,1.60,44%,0.00,0%,0%,0.0,6,HeavyWeight,2020
Valmir,Lazaro,Bidu,"6' 0""",155 lbs.,"73.0""",Orthodox,15,5,0,0,4.87,37%,4.09,61%,1.33,40%,96%,0.0,20,LightWeight,2021
Zviad,Lazishvili,,"5' 6""",135 lbs.,"69.0""",Orthodox,13,1,0,0,4.20,39%,6.13,51%,0.00,0%,0%,0.0,14,BantamWeight,2022
Mounir,Lazzez,The Sniper,"6' 1""",170 lbs.,"76.0""",Orthodox,11,3,0,0,7.49,55%,5.42,53%,1.80,57%,71%,0.0,14,WelterWeight,2023
Cung,Le,,"5' 9""",185 lbs.,"70.0""",Southpaw,9,3,0,0,4.36,48%,2.98,66%,1.37,71%,88%,0.3,12,MiddleWeight,2024
Thanh,Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0,0,1.97,40%,1.82,70%,0.00,0%,100%,0.0,7,FeatherWeight,2025
Jordan,Leavitt,The Monkey King,"5' 9""",155 lbs.,"71.0""",Southpaw,11,3,0,0,2.55,61%,1.84,57%,2.19,25%,30%,1.1,14,LightWeight,2026
Jerome,LeBanner,,"6' 3""",265 lbs.,--,Southpaw,3,2,0,0,0.92,35%,1.03,37%,0.00,0%,50%,0.0,5,HeavyWeight,2027
Chris,Leben,The Crippler,"5' 11""",185 lbs.,"73.0""",Southpaw,22,11,0,0,2.87,42%,2.87,52%,1.14,41%,53%,0.8,33,MiddleWeight,2028
Mickael,Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,16,7,1,0,2.60,34%,2.98,54%,0.00,0%,60%,0.0,24,LightWeight,2029
Stephen,Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0,0,1.20,38%,1.60,57%,5.00,45%,100%,0.0,11,FeatherWeight,2030
Justin,Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,4,0,0,3.35,39%,4.82,49%,0.23,50%,42%,0.2,13,LightHeavyWeight,2031
James,Lee,,"5' 11""",205 lbs.,--,Southpaw,15,3,0,0,1.40,42%,3.72,27%,13.95,50%,0%,7.0,18,LightHeavyWeight,2032
David,Lee,,"5' 10""",155 lbs.,--,Orthodox,12,10,0,0,1.49,50%,3.31,42%,0.00,0%,50%,0.0,22,LightWeight,2033
Jackie,Lee,,--,--,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,2034
Eun Soo,Lee,,"6' 1""",215 lbs.,--,Orthodox,17,4,0,0,0.00,0%,3.05,60%,0.00,0%,50%,0.0,21,HeavyWeight,2035
Tae Hyun,Lee,,"6' 6""",295 lbs.,--,Orthodox,1,2,0,0,1.37,31%,3.89,54%,5.15,100%,0%,0.0,3,HeavyWeight,2036
Tommy,Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0,0,0.00,0%,0.30,75%,4.57,33%,0%,0.0,31,FeatherWeight,2037
Matt,Lee,,"5' 11""",155 lbs.,--,Orthodox,14,10,1,0,0.00,0%,9.68,21%,0.00,0%,0%,0.0,25,LightWeight,2038
Imani,Lee,,--,--,--,Orthodox,2,4,0,0,0.00,0%,0.94,33%,0.00,0%,0%,0.0,6,HeavyWeight,2039
Vaughan,Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,13,1,0,3.47,47%,2.07,70%,0.81,33%,72%,1.0,28,FlyWeight,2040
Kevin,Lee,The Motown Phenom,"5' 9""",170 lbs.,"77.0""",Orthodox,18,8,0,0,3.88,42%,3.60,50%,3.18,43%,75%,0.8,26,WelterWeight,2041
Rocky,Lee,,"5' 9""",145 lbs.,--,Orthodox,3,2,0,0,2.47,51%,5.33,44%,1.00,10%,33%,0.0,5,FeatherWeight,2042
Andrea,Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,13,8,0,0,4.91,47%,3.69,63%,1.84,57%,54%,0.6,21,FlyWeight,2043
JeongYeong,Lee,Korean Tiger,"5' 10""",145 lbs.,"73.0""",Orthodox,11,1,0,0,2.81,53%,1.57,59%,0.96,66%,76%,0.5,12,FeatherWeight,2044
JungHyun,Lee,The Phenom,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0,0,4.27,39%,6.20,38%,0.00,0%,64%,0.0,9,FlyWeight,2045
ChangHo,Lee,,"5' 8""",135 lbs.,"69.0""",Orthodox,9,1,0,0,4.30,69%,1.03,47%,4.30,35%,25%,0.0,10,BantamWeight,2046
Ricky,Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0,0,1.07,41%,1.53,60%,5.00,41%,0%,0.0,18,WelterWeight,2047
Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,0,2.86,51%,2.08,47%,5.19,80%,33%,0.0,27,LightWeight,2048
Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,0,1.87,28%,3.20,53%,2.00,33%,71%,0.0,6,BantamWeight,2049
Claudia,Leite,,"5' 3""",135 lbs.,"64.0""",Orthodox,8,3,0,0,1.27,47%,1.73,57%,1.00,25%,0%,1.0,11,BantamWeight,2050
Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0,0,2.13,40%,2.99,52%,2.10,27%,30%,1.1,37,MiddleWeight,2051
Stefan,Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0,0,2.40,43%,6.17,68%,0.00,0%,0%,0.0,3,HeavyWeight,2052
Gabe,Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0,0,0.82,35%,6.03,45%,0.00,0%,0%,0.0,22,LightWeight,2053
Amanda,Lemos,,"5' 4""",115 lbs.,"65.0""",Southpaw,13,3,1,0,3.54,55%,4.66,42%,0.82,55%,55%,0.8,17,StrawWeight,2054
Giacomo,Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,HeavyWeight,2055
Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,LightHeavyWeight,2056
Jesse,Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,14,4,0,0,2.69,32%,3.20,64%,1.22,66%,63%,0.3,18,WelterWeight,2057
Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3,0,1.13,34%,0.27,60%,0.00,0%,33%,0.0,36,MiddleWeight,2058
Nik,Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2,0,3.44,47%,3.25,50%,3.30,32%,43%,1.2,44,FeatherWeight,2059
Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,2060
